Cluster	Protein	S320_1G_1_sorted	S320_1G_3_sorted	S320_1G_4_sorted	S320_1G_5_sorted	S320T_4G_2_sorted	S320T_4G_3_sorted	S320T_4G_5_sorted	SC_1G_2_sorted	SC_1G_3_sorted	SC_1G_5_sorted	SC_4G_1_sorted	SC_4G_2_sorted	SC_4G_3_sorted
Cluster-33358.5	XP_037776428.1	299	603	230	360	236	351	300	247	394	478	1461	1461	1438
Cluster-33358.6	XP_037776428.1	490	972	231	357	296	478	293	271	641	689	2223	2338	2392
Cluster-33358.7	XP_037776428.1	210	618	280	679	646	242	1343	665	299	290	1090	1027	941
Cluster-33358.8	XP_037776428.1	230	919	397	1178	478	502	1294	489	350	357	1719	1041	825
Cluster-33358.9	XP_037776428.1	168	629	368	577	389	474	1069	996	624	891	1594	850	1028
Cluster-33360.0	KAF2350071.1	101	104	214	81	180	228	178	179	138	121	84	117	121
Cluster-33360.1	KAF2350071.1	251	364	132	312	244	100	124	253	312	306	267	298	250
Cluster-33360.2	KAF2350071.1	435	474	243	508	395	329	342	392	473	395	421	501	325
Cluster-33367.0	XP_013786399.1	14	6	12	17	31	25	14	25	19	10	11	27	7
Cluster-33367.1	XP_013786399.1	18	6	23	19	29	18	8	27	22	11	12	16	8
Cluster-33371.2	KAF2354137.1	107	170	98	251	168	238	195	137	164	158	206	226	194
Cluster-33375.0	KAF2365071.1	9	8	8	4	8	2	6	10	9	13	12	5	38
Cluster-33379.0	CAD7243749.1	2	4	1	8	0	0	0	0	1	0	1	4	1
Cluster-33380.0	XP_027210072.1	1	5	1	3	10	6	5	2	2	0	6	1	10
Cluster-33381.0	KAF2357452.1	212	274	151	310	240	160	226	287	268	231	306	374	278
Cluster-33383.0	XP_019771177.1	19	8	15	23	14	27	10	17	21	19	11	8	8
Cluster-33391.0	XP_018010700.1	70	360	66	511	963	1310	1625	134	101	90	416	244	1180
Cluster-33391.4	XP_018010700.1	44	187	37	300	479	555	786	65	124	135	192	143	456
Cluster-33392.0	XP_055380323.1	1	0	5	1	0	10	2	5	4	5	1	0	2
Cluster-33397.0	XP_045584912.1	1	7	9	13	0	2	6	6	9	3	6	2	5
Cluster-33398.0	XP_018011201.1	23	13	4	18	50	25	18	54	58	101	28	1	21
Cluster-33398.2	XP_018011201.1	31	12	4	45	20	13	9	61	94	129	21	0	51
Cluster-33398.6	XP_018011201.1	45	12	8	18	120	21	31	67	71	93	44	5	55
Cluster-33399.0	XP_047740862.1	158	273	187	218	179	253	198	247	275	205	180	238	247
Cluster-33403.0	KAF2368732.1	75	121	72	140	81	107	102	75	107	98	110	98	101
Cluster-33406.0	XP_018022879.1	1	0	3	2	0	0	5	3	3	1	2	0	0
Cluster-33418.0	XP_027221969.1	30	0	7	5	3	0	22	6	16	57	2	3	8
Cluster-33418.5	XP_027221969.1	10	4	16	0	1	7	28	3	9	26	1	0	5
Cluster-33418.6	XP_027221969.1	41	7	47	6	36	32	41	6	68	187	3	12	5
Cluster-33418.7	XP_018011235.1	257	79	587	37	198	118	223	114	226	682	98	62	199
Cluster-33418.8	XP_027221969.1	36	20	91	18	53	35	63	24	90	285	9	20	32
Cluster-33418.9	XP_018011235.1	209	105	555	34	177	81	198	119	172	431	110	58	204
Cluster-33418.10	XP_027221969.1	81	28	277	5	17	9	14	74	27	36	7	11	43
Cluster-33418.11	XP_027221969.1	111	30	231	16	55	7	37	90	17	21	49	12	78
Cluster-33418.12	XP_018011235.1	339	139	1025	52	184	91	249	226	188	350	161	43	322
Cluster-33418.13	XP_027221969.1	28	13	6	0	21	11	21	6	19	91	5	5	18
Cluster-33424.0	XP_053993432.1	3	84	13	185	106	2	169	5	8	31	21	10	19
Cluster-33424.1	XP_053993432.1	76	296	29	527	58	81	57	22	6	34	44	67	33
Cluster-33425.1	KAF2363306.1	24	22	126	11	30	17	40	48	203	203	66	10	45
Cluster-33425.3	KAF2363306.1	147	35	214	17	186	122	150	70	197	255	105	34	77
Cluster-33425.4	KAF2363306.1	26	112	193	101	41	28	61	256	113	97	138	46	161
Cluster-33426.0	XP_018012170.1	233	357	135	359	226	258	211	344	312	146	380	362	262
Cluster-33426.1	XP_018012170.1	290	212	459	250	394	452	274	411	230	237	302	147	427
Cluster-33426.2	XP_018012170.1	406	636	202	696	348	189	481	461	659	321	591	647	325
Cluster-33426.4	XP_018012170.1	370	436	557	308	600	638	327	641	345	337	401	229	589
Cluster-33426.5	XP_018012170.1	598	704	357	680	646	489	548	479	655	422	563	669	467
Cluster-33426.6	XP_018012170.1	227	239	161	238	258	361	381	291	489	128	457	312	520
Cluster-33444.0	GFT94946.1	1	0	3	0	2	0	0	0	6	0	6	0	0
Cluster-33450.0	KAF2368340.1	1452	965	2792	696	1676	769	1293	2566	2267	1919	1800	780	1512
Cluster-33452.0	KAF2351606.1	2	0	0	0	0	0	0	1	1	1	1	3	0
Cluster-33452.1	KAF2351606.1	0	0	1	0	0	1	0	2	1	0	0	3	3
Cluster-33461.0	RWS27996.1	8	0	0	4	4	4	0	3	7	0	1	0	1
Cluster-33462.1	RWS16606.1	230	136	193	101	252	138	235	207	203	192	193	193	153
Cluster-33462.4	XP_018019173.1	82	118	66	97	68	54	38	99	87	80	122	284	150
Cluster-33462.5	XP_018019173.1	118	131	52	194	136	278	50	130	303	188	75	58	170
Cluster-33462.7	RWS16606.1	182	75	42	123	249	105	248	234	117	46	139	130	131
Cluster-33467.0	XP_018021695.1	439	500	1136	356	347	287	760	455	222	346	408	150	448
Cluster-33467.1	XP_018021695.1	146	134	435	121	99	96	187	160	66	77	158	38	193
Cluster-33470.0	XP_018028270.1	33	187	94	32	228	404	108	80	2883	189	950	210	2731
Cluster-33481.0	ACO11607.1	25	125	19	311	107	36	166	9	12	28	33	25	31
Cluster-33498.0	XP_018012762.1	3	3	5	23	1	16	4	13	4	0	5	1	13
Cluster-33498.1	XP_018012762.1	0	2	1	7	1	4	1	1	10	7	2	3	8
Cluster-33502.0	XP_018020331.1	5	13	4	1	8	3	5	7	24	1	16	55	27
Cluster-33502.1	XP_018020331.1	21	30	38	25	27	15	21	29	185	9	99	339	91
Cluster-33503.0	XP_055388594.1	9	18	0	25	4	3	7	0	3	0	3	3	3
Cluster-33507.0	XP_018025034.1	19	22	210	1	0	4	1	1	174	0	7	4	53
Cluster-33507.1	XP_018025034.1	16	24	270	0	0	2	2	0	37	0	5	10	246
Cluster-33507.6	XP_018025034.1	22	15	203	0	1	3	0	0	86	3	7	8	39
Cluster-33507.7	XP_018025034.1	24	26	300	0	2	1	3	1	52	1	20	15	79
Cluster-33511.0	KAF2346945.1	6	5	10	5	1	7	0	13	25	26	8	5	21
Cluster-33511.1	XP_037780511.1	12	9	16	6	10	7	0	12	6	2	13	7	75
Cluster-33517.2	KAF2368659.1	45	48	30	39	102	85	114	49	80	61	29	46	51
Cluster-33517.3	XP_042224551.1	20	11	15	21	39	11	47	24	32	22	23	32	41
Cluster-33517.3	KAG7167367.1	20	11	15	21	39	11	47	24	32	22	23	32	41
Cluster-33517.4	XP_018006763.1	308	467	301	464	776	678	843	573	672	499	433	430	881
Cluster-33517.4	XP_037798536.1	308	467	301	464	776	678	843	573	672	499	433	430	881
Cluster-33517.4	RXG70502.1	308	467	301	464	776	678	843	573	672	499	433	430	881
Cluster-33517.4	XP_042875713.1	308	467	301	464	776	678	843	573	672	499	433	430	881
Cluster-33517.5	XP_027215887.1	2	4	1	0	2	2	7	4	10	1	6	4	8
Cluster-33517.6	XP_018006793.1	198	230	118	206	441	318	435	333	375	243	261	230	438
Cluster-33517.6	XP_027237537.1	198	230	118	206	441	318	435	333	375	243	261	230	438
Cluster-33517.6	KAG7167384.1	198	230	118	206	441	318	435	333	375	243	261	230	438
Cluster-33517.6	KAF2368659.1	198	230	118	206	441	318	435	333	375	243	261	230	438
Cluster-33517.7	XP_018006787.1	4	16	4	5	9	3	12	13	15	17	7	6	14
Cluster-33517.8	XP_047741761.1	2	9	5	7	10	4	11	8	9	4	14	4	15
Cluster-33524.1	KAF2368219.1	177	171	88	140	291	262	222	239	236	274	247	292	323
Cluster-33528.0	KAF2362318.1	7	4	7	1	2	0	8	16	9	9	9	4	21
Cluster-33528.1	GBM02424.1	1	0	0	0	0	0	0	0	0	2	0	0	3
Cluster-33533.0	CAD7401456.1	1	26	9	23	0	1	0	5	28	24	6	1	4
Cluster-33547.0	KAF2366158.1	227	451	229	376	377	580	543	271	391	267	381	228	427
Cluster-33553.2	KAF2363711.1	25	61	42	101	84	89	113	74	78	74	58	70	137
Cluster-33557.1	ROT66283.1	151	130	115	59	136	82	98	158	157	118	192	229	206
Cluster-33560.0	KAF2358449.1	145	208	126	217	220	294	246	245	186	211	193	254	177
Cluster-33562.0	KAG8259022.1	1	9	0	9	11	10	3	2	10	25	5	3	3
Cluster-33562.1	KAF2366962.1	35	38	39	53	167	107	195	84	87	41	73	97	327
Cluster-33565.0	XP_017780477.1	2	1	3	2	0	1	1	0	2	0	1	4	0
Cluster-33566.2	XP_018028239.1	21	1	1	0	6	4	7	4	13	21	15	4	208
Cluster-33575.1	KAF2362522.1	2171	2249	2059	2356	6309	5821	6227	3366	4943	5089	4395	4125	10653
Cluster-33575.3	XP_018026230.1	2099	2308	2031	2385	6910	6688	7259	3496	4906	5341	4465	4042	12517
Cluster-33580.0	KAF0773146.1	1	4	0	8	0	0	0	0	0	0	1	3	2
Cluster-33581.0	ENN81389.1	1	0	0	2	0	0	0	2	1	1	3	0	0
Cluster-33586.4	XP_002432681.1	88	239	269	346	352	352	386	167	266	237	125	230	288
Cluster-33586.5	KAF2353232.1	581	1027	1099	979	1517	1430	1679	655	1080	851	612	851	1310
Cluster-33592.1	KAF2359174.1	4	8	4	6	5	12	4	10	26	23	10	6	15
Cluster-33592.3	KAF2359174.1	8	8	8	0	0	7	1	17	56	57	8	3	5
Cluster-33602.0	KAF2355585.1	80	79	66	97	121	71	101	67	113	74	73	83	86
Cluster-33606.0	XP_018019677.1	292	408	723	340	465	416	508	307	403	302	327	380	440
Cluster-33606.0	KFM63870.1	292	408	723	340	465	416	508	307	403	302	327	380	440
Cluster-33609.1	XP_018008154.1	97	92	91	92	128	52	85	130	188	78	144	68	194
Cluster-33627.1	XP_034238861.1	54	40	73	27	40	21	26	59	113	85	72	20	123
Cluster-33627.2	KAF2353261.1	11	3	32	4	6	5	4	24	54	32	32	5	62
Cluster-33631.0	XP_018028029.1	474	562	379	578	698	581	611	583	674	613	587	906	642
Cluster-33634.0	KAF2365458.1	102	174	496	221	60	18	95	127	168	208	36	16	156
Cluster-33634.1	KAF2365458.1	621	144	187	208	210	26	720	50	694	843	41	21	300
Cluster-33634.2	KAF2365458.1	143	222	319	238	121	68	207	145	425	226	117	20	223
Cluster-33634.3	KAF2365458.1	123	298	220	192	42	40	93	133	275	350	70	25	131
Cluster-33634.4	KAF2365458.1	107	228	575	166	101	29	191	195	120	109	102	14	235
Cluster-33634.5	KAF2365458.1	172	240	181	115	35	19	66	131	389	468	40	18	120
Cluster-33634.6	KAF2365458.1	50	106	216	131	39	70	84	63	111	130	47	100	395
Cluster-33634.7	KAF2365458.1	83	311	650	768	44	23	98	121	163	253	48	23	125
Cluster-33639.0	KAA0203730.1	2	5	1	2	7	0	1	0	7	6	4	5	3
Cluster-33640.0	KAF2366672.1	200	240	214	220	259	220	324	290	369	263	196	205	299
Cluster-33649.3	XP_018013789.1	1	4	0	2	2	1	0	39	2	2	3	0	3
Cluster-33649.4	XP_018013789.1	8	13	9	6	15	16	2	28	26	16	22	20	28
Cluster-33649.5	XP_018013789.1	21	34	11	36	42	44	35	61	19	4	94	78	74
Cluster-33649.6	GLH08927.1	0	1	3	3	3	1	2	34	1	2	7	4	9
Cluster-33653.0	CAG9136110.1	0	8	0	26	5	0	22	1	0	3	2	0	2
Cluster-33653.1	TRY70840.1	41	243	22	392	22	28	53	5	5	12	32	29	25
Cluster-33653.2	XP_014240878.1	11	50	4	106	20	9	36	0	3	9	13	13	5
Cluster-33654.0	XP_049815266.1	2	0	0	1	0	5	0	1	3	0	0	0	0
Cluster-33657.1	XP_018009785.1	9	9	4	11	32	25	35	23	10	6	24	7	38
Cluster-33661.0	XP_047490315.1	11	2	4	7	7	3	7	14	10	12	5	10	23
Cluster-33661.2	XP_047490315.1	64	35	20	43	20	56	29	61	52	58	38	71	85
Cluster-33671.0	CAG9808035.1	7	8	3	5	12	10	6	9	11	5	9	4	2
Cluster-33673.0	KAF2352728.1	2	2	0	14	0	1	0	3	3	3	0	1	1
Cluster-33673.1	KAF2352728.1	2	4	0	10	0	2	0	3	2	12	0	1	2
Cluster-33679.0	KAF2350318.1	692	1096	759	1269	1774	1939	1998	1284	911	883	1116	1128	1186
Cluster-33680.0	KAF2367282.1	275	1364	360	1286	1448	774	1616	465	299	266	1728	1178	1359
Cluster-33680.1	KAF2367282.1	282	1307	387	1213	1854	927	2556	597	311	287	1288	898	1044
Cluster-33680.2	KAF2367283.1	197	919	281	978	1266	603	1792	363	197	171	1155	628	747
Cluster-33680.4	KAF2367283.1	303	703	319	762	1169	467	1787	300	151	144	1186	620	598
Cluster-33680.5	KAF2367283.1	391	871	222	832	1316	478	1654	335	180	111	1674	863	720
Cluster-33680.6	AWU67206.1	284	520	384	561	1062	382	1611	275	183	233	644	301	350
Cluster-33680.7	ROT67642.1	17	144	48	174	228	93	426	43	15	25	179	47	76
Cluster-33682.0	KAF2367103.1	1	11	2	10	5	35	10	4	17	14	12	8	29
Cluster-33690.1	XP_053631665.1	21	70	62	62	96	49	140	54	106	24	72	90	230
Cluster-33691.0	KAF2360991.1	2063	3073	1948	3424	3284	9332	2854	2800	3126	2663	4394	4825	3772
Cluster-33693.1	XP_018015839.1	18	29	24	40	4	5	14	6	113	11	21	34	35
Cluster-33694.0	GBP39645.1	3	0	0	2	0	0	0	2	4	0	2	0	2
Cluster-33697.0	KAF2350083.1	211	238	54	469	138	181	13	307	218	148	567	211	340
Cluster-33697.2	KAF2350083.1	70	205	39	197	125	408	18	253	58	66	139	102	306
Cluster-33698.0	XP_045115150.1	1	0	0	0	0	0	1	4	1	0	5	0	1
Cluster-33701.0	KYN30106.1	87	165	204	252	204	250	304	137	172	110	229	100	284
Cluster-33701.0	CAD7661070.1	87	165	204	252	204	250	304	137	172	110	229	100	284
Cluster-33702.14	XP_042855610.1	40	81	150	0	0	0	0	0	275	0	53	3	65
Cluster-33702.18	XP_047738383.1	43	233	243	0	35	9	6	0	1319	0	1170	173	714
Cluster-33702.20	KAF2343899.1	35	114	91	0	0	0	0	0	391	0	44	170	531
Cluster-33702.22	XP_047738383.1	1108	4524	2865	7	44	35	18	1	12700	4	6361	1323	8403
Cluster-33702.23	XP_047738383.1	6	10	84	0	0	0	0	0	64	0	26	2	10
Cluster-33702.24	KAF2343899.1	21	44	115	0	0	0	2	0	97	0	28	6	4
Cluster-33707.0	ATY50710.1	1	7	0	11	3	1	0	0	0	0	3	0	0
Cluster-33718.0	XP_018015237.1	1	1	1	0	0	0	0	2	0	0	3	1	6
Cluster-33731.4	ATA58412.1	119	471	141	322	293	306	247	219	252	142	474	493	385
Cluster-33731.4	OTF74783.1	119	471	141	322	293	306	247	219	252	142	474	493	385
Cluster-33731.5	ATA58412.1	183	355	83	353	340	293	359	195	291	224	564	373	415
Cluster-33731.5	OTF74783.1	183	355	83	353	340	293	359	195	291	224	564	373	415
Cluster-33733.1	XP_018009129.1	98	100	78	86	124	191	93	113	126	112	125	158	209
Cluster-33733.2	XP_018009129.1	194	225	168	205	206	199	167	221	271	233	192	257	253
Cluster-33736.0	GIX89096.1	3	6	4	5	3	8	0	7	9	9	8	2	1
Cluster-33737.0	XP_053648662.1	1	0	1	1	0	0	0	2	0	0	3	0	5
Cluster-33739.1	KAF2368952.1	93	167	83	143	114	170	120	122	139	116	86	151	151
Cluster-33745.0	XP_039299666.1	1	22	0	30	4	1	8	0	1	1	3	2	3
Cluster-33747.0	KAF2357128.1	95	145	80	138	195	192	220	118	172	134	156	95	224
Cluster-33748.2	KAF2350969.1	41	26	303	0	7	8	110	0	29	26	8	11	97
Cluster-33748.3	KAF2350969.1	40	11	321	4	12	7	106	2	45	32	14	22	103
Cluster-33748.4	KAF2350969.1	48	12	783	1	1	15	26	2	49	26	10	22	158
Cluster-33755.0	KAF2365216.1	1423	1668	1153	1516	1416	1066	1320	2205	2508	2251	1399	1138	1459
Cluster-33765.0	XP_018017632.1	3602	4782	5841	6780	6184	7601	8726	3907	5515	4375	4760	5630	5890
Cluster-33768.0	KAJ3616034.1	4	2	0	0	2	0	0	0	5	0	3	14	6
Cluster-33778.1	XP_042220958.1	40	46	68	51	72	119	48	54	95	73	165	202	154
Cluster-33785.0	XP_018026160.1	165	219	201	312	243	254	252	181	215	258	227	262	231
Cluster-33786.0	KAJ6224539.1	1	1	1	2	5	11	1	3	6	2	1	2	2
Cluster-33786.1	KAI2809735.1	5	7	3	9	17	16	4	11	14	5	15	7	3
Cluster-33794.0	KAF2354152.1	62	120	96	71	161	139	200	156	193	109	94	70	151
Cluster-33798.0	KAF2366369.1	4	16	36	2	4	0	0	27	31	27	23	13	37
Cluster-33807.0	KAA0185162.1	7	1	1	1	3	0	5	6	17	8	14	4	7
Cluster-33824.0	ACO13155.1	3	4	3	5	1	0	1	0	1	1	9	2	2
Cluster-33833.0	XP_018019495.1	338	628	149	525	524	289	584	455	640	848	491	347	456
Cluster-33846.1	XP_047491909.1	118	154	95	157	181	123	166	150	156	170	92	111	151
Cluster-33860.4	KAF2349477.1	0	1	2	6	8	2	15	3	14	17	4	3	3
Cluster-33862.0	XP_047741293.1	2	1	2	3	7	5	5	0	1	5	1	5	2
Cluster-33862.1	KAF2354622.1	3	3	1	2	7	2	6	4	5	8	8	0	6
Cluster-33865.0	XP_018023884.1	406	454	118	289	564	59	493	93	798	472	1098	141	377
Cluster-33869.1	XP_023332368.1	4	0	0	1	1	3	2	3	2	3	1	0	3
Cluster-33869.2	KAA0204026.1	3	3	3	4	12	13	9	10	1	4	11	0	10
Cluster-33869.4	KAF2357957.1	316	349	259	348	345	364	289	458	427	371	500	444	336
Cluster-33869.4	KAF2357958.1	316	349	259	348	345	364	289	458	427	371	500	444	336
Cluster-33869.5	KAG0725609.1	0	0	0	0	0	0	0	0	3	3	0	0	0
Cluster-33869.6	KAF2357957.1	169	121	138	164	135	247	163	185	150	193	182	134	105
Cluster-33880.0	KAF7996911.1	1	2	12	4	6	7	2	5	3	6	6	1	4
Cluster-33885.2	XP_018022370.1	40	50	24	71	1071	328	2237	71	77	74	171	93	276
Cluster-33885.3	XP_018022370.1	123	164	36	274	1853	401	3508	166	71	45	145	150	254
Cluster-33885.4	XP_018022370.1	65	85	27	158	1545	514	3341	152	111	71	231	132	321
Cluster-33885.6	XP_018022370.1	61	72	9	131	312	61	658	31	53	62	38	26	131
Cluster-33887.4	XP_018013381.1	22	39	51	44	30	37	27	24	40	48	30	12	39
Cluster-33896.1	XP_018019626.1	11	28	18	38	16	28	16	45	60	20	21	13	13
Cluster-33899.5	KAF2362878.1	373	170	177	371	95	66	159	122	473	528	33	23	67
Cluster-33899.6	KAF2362878.1	705	66	68	139	65	73	175	115	555	601	56	26	70
Cluster-33899.9	XP_018012848.1	613	195	128	232	234	186	352	354	622	704	105	60	218
Cluster-33899.10	KAF2362878.1	380	170	103	273	72	294	172	660	328	422	42	69	270
Cluster-33899.11	XP_018012848.1	378	173	98	224	211	205	283	316	442	494	85	74	240
Cluster-33899.17	XP_046406579.1	28	58	31	36	55	35	75	58	81	81	25	14	71
Cluster-33899.18	XP_046406579.1	46	33	23	15	58	23	50	61	158	168	40	14	54
Cluster-33900.0	KAG7173366.1	0	0	0	0	5	8	1	3	1	0	0	1	57
Cluster-33905.0	XP_053993116.1	2	3	0	0	0	2	0	0	5	0	10	30	4
Cluster-33912.0	KAB7501764.1	519	275	547	680	779	777	336	414	892	877	382	593	440
Cluster-33912.0	KAA0198408.1	519	275	547	680	779	777	336	414	892	877	382	593	440
Cluster-33919.0	XP_018007229.1	42	25	21	15	16	42	44	39	41	37	55	35	43
Cluster-33920.0	KAF2350085.1	198	263	196	386	267	377	329	250	233	245	231	226	273
Cluster-33920.1	KAF2350085.1	170	264	137	340	208	272	240	212	206	227	287	308	263
Cluster-33920.2	KAF2350085.1	140	182	92	306	210	292	253	137	157	78	225	247	278
Cluster-33934.0	XP_053647908.1	358	684	540	332	811	745	1041	729	866	703	341	329	870
Cluster-33937.7	ACR48148.1	82	38	16	21	47	11	43	38	98	60	80	14	25
Cluster-33940.4	KAF2368402.1	99	58	24	42	72	62	9	153	91	63	92	63	82
Cluster-33945.0	KFM77561.1	8	9	24	10	2	3	7	23	12	6	18	18	18
Cluster-33947.0	XP_018007128.1	148	162	378	100	145	41	92	115	285	218	147	75	108
Cluster-33947.1	XP_018007128.1	75	46	247	55	58	26	39	86	217	88	131	74	116
Cluster-33947.5	XP_018007128.1	585	695	1031	334	669	321	353	391	1212	1056	458	376	517
Cluster-33952.0	XP_055943673.1	1	15	1	23	11	0	13	2	0	2	6	2	3
Cluster-33952.1	XP_055943673.1	11	14	3	52	9	0	12	0	0	1	3	7	2
Cluster-33958.0	XP_016908698.1	5	0	3	0	1	0	0	0	0	2	0	0	3
Cluster-33963.2	KAF2360390.1	13	14	18	10	17	12	6	20	26	7	31	31	59
Cluster-33967.0	KAF2367825.1	135	364	113	284	274	427	267	383	243	200	410	407	983
Cluster-33967.1	KAF2367825.1	413	345	102	386	423	395	471	360	612	631	520	464	914
Cluster-33967.2	KAF2367825.1	166	364	115	474	246	525	265	600	367	323	655	257	642
Cluster-33967.3	KAF2367825.1	270	508	143	379	361	450	292	448	558	568	551	703	1099
Cluster-33967.4	KAF2367825.1	359	771	364	988	786	799	623	659	731	702	1109	1386	1553
Cluster-33967.5	KAF2367825.1	341	902	343	863	680	824	514	947	621	558	1089	1413	1807
Cluster-33967.6	KAF2367825.1	751	475	192	489	416	464	641	336	1224	1182	830	913	923
Cluster-33970.0	QBH74122.1	35	15	24	25	43	57	21	27	36	35	28	22	13
Cluster-33974.1	KAF2367385.1	67	128	67	167	78	72	88	115	140	88	76	94	90
Cluster-33974.3	KAI5716048.1	11	17	54	37	53	63	74	49	27	13	32	20	77
Cluster-33974.4	KAI5716048.1	19	24	21	33	12	35	37	33	42	20	42	58	55
Cluster-33979.0	KAF2349464.1	182	254	228	223	244	277	281	290	364	212	146	164	235
Cluster-33979.1	XP_018024960.1	104	224	168	184	172	211	191	196	217	112	164	144	184
Cluster-33979.2	KAF2349355.1	22	19	10	13	35	29	44	34	28	20	24	14	65
Cluster-33979.3	KAF2349465.1	12	9	7	12	11	16	8	6	10	3	23	5	20
Cluster-33979.4	KAG0717298.1	30	20	27	14	21	10	27	19	31	20	20	15	35
Cluster-33979.5	KAF2349355.1	405	470	287	331	733	662	855	452	519	375	349	256	438
Cluster-33979.7	KAF2349464.1	240	300	197	273	396	440	495	362	407	289	192	183	279
Cluster-33985.8	XP_018012231.1	516	254	357	412	583	302	243	371	609	562	281	216	186
Cluster-33985.9	XP_018012231.1	65	80	90	119	95	32	61	85	97	104	60	74	117
Cluster-33986.0	CAD7659281.1	1	0	0	0	0	0	1	0	1	0	0	3	6
Cluster-33989.1	XP_027220233.1	7	35	6	62	19	122	30	6	200	185	18	10	31
Cluster-33989.2	XP_047739589.1	106	255	56	305	287	893	456	77	1099	1158	270	123	235
Cluster-33989.3	XP_018023983.1	48	113	152	98	139	281	188	64	391	321	107	54	109
Cluster-33989.5	KAF2362056.1	393	516	878	572	537	622	741	334	795	657	436	466	503
Cluster-33989.6	XP_047739589.1	51	209	73	245	267	593	397	58	704	858	190	94	215
Cluster-33992.0	XP_018007647.1	50	150	17	276	194	55	250	40	56	34	236	63	100
Cluster-33993.0	XP_045602911.1	53	44	76	8	14	3	2	65	68	33	95	72	118
Cluster-33995.0	XP_023321384.1	5	1	0	0	1	2	3	0	5	0	10	25	7
Cluster-33997.0	XP_018025343.1	1	1	0	0	1	0	0	0	7	6	3	0	8
Cluster-34002.0	XP_018014975.1	1	106	14	129	8	11	28	33	4	9	6	6	4
Cluster-34002.2	XP_018014975.1	0	105	0	5	0	37	4	158	2	4	1	1	2
Cluster-34010.0	XP_047739436.1	16	53	19	44	23	63	37	42	44	36	39	27	29
Cluster-34010.1	XP_047739436.1	19	30	17	37	38	79	38	30	40	40	56	33	36
Cluster-34021.1	XP_018019106.1	9002	12027	11009	12037	11111	11582	10685	9388	11275	8928	10884	11040	10447
Cluster-34021.2	AIS36111.1	7852	9965	9191	10038	9687	9277	8846	7986	9184	7713	8266	8706	7930
Cluster-34024.1	KAF2364036.1	37	29	33	28	65	39	73	117	51	22	79	20	40
Cluster-34040.0	GLH15793.1	8	0	0	0	2	2	1	2	4	6	17	0	38
Cluster-34043.2	KAH8038387.1	1	1	8	1	2	0	7	1	1	2	2	2	4
Cluster-34049.0	XP_018008013.1	1	4	6	1	3	2	0	5	1	4	7	12	17
Cluster-34050.0	GFR08499.1	2	0	1	0	0	0	0	0	1	2	1	3	1
Cluster-34058.0	XP_018017268.1	2	1	3	0	3	4	1	0	20	19	2	1	8
Cluster-34058.1	XP_018017268.1	1	2	2	2	3	9	4	0	6	7	4	3	20
Cluster-34058.2	XP_018017268.1	2	0	2	0	1	10	1	0	8	21	1	0	34
Cluster-34058.3	XP_018017268.1	1	2	5	2	15	26	17	1	6	3	2	0	45
Cluster-34058.4	XP_018017268.1	4	5	1	2	8	17	0	9	22	31	1	4	3
Cluster-34058.5	XP_018017268.1	3	12	2	18	2	2	1	5	40	72	13	7	14
Cluster-34071.0	XP_018021241.1	5	14	1	0	12	3	2	12	3	10	10	2	27
Cluster-34073.0	KAF2358565.1	6	0	6	2	4	3	3	7	4	1	7	0	2
Cluster-34077.0	XP_018019954.1	137	142	121	192	199	196	209	148	151	151	166	197	239
Cluster-34082.2	KAF2347772.1	20	43	15	56	42	31	59	39	50	30	75	39	28
Cluster-34083.0	KAF2356693.1	0	5	4	0	15	17	27	1	181	186	4	0	3
Cluster-34083.1	KAF2356693.1	1	2	2	1	12	8	12	0	281	292	2	1	0
Cluster-34083.2	KAF2356693.1	0	3	1	2	8	14	12	0	179	195	0	0	0
Cluster-34083.3	KAF2356693.1	0	3	3	0	2	2	4	1	199	280	0	0	4
Cluster-34086.0	XP_018016009.1	4	10	1	8	4	4	1	0	1216	1	1337	1894	1045
Cluster-34094.0	XP_018009870.1	149	162	131	104	102	104	78	198	161	109	135	168	170
Cluster-34101.0	KAG8293463.1	21	2	4	9	5	2	21	10	5	2	0	7	5
Cluster-34101.1	XP_018014843.1	11	16	0	35	16	4	12	4	3	2	15	10	10
Cluster-34111.0	KAF3422941.1	17	23	23	20	38	38	7	30	28	24	24	15	7
Cluster-34116.0	XP_045104535.1	3	2	0	0	0	0	0	2	0	0	4	2	1
Cluster-34119.1	XP_018012609.1	371	1282	206	475	358	501	482	214	348	179	503	958	455
Cluster-34119.2	XP_018012609.1	167	699	106	269	146	219	185	147	169	67	276	466	234
Cluster-34125.0	KAF2355328.1	1	747	29	1340	1	218	0	368	25	1	12	20	112
Cluster-34127.0	CAB3508347.1	3	2	4	0	4	0	0	2	1	1	6	1	4
Cluster-34138.11	KAF2360037.1	151	176	73	167	245	75	315	177	147	121	89	106	192
Cluster-34138.12	KAF2360037.1	99	94	69	88	99	41	89	95	90	83	62	81	154
Cluster-34138.13	KAF2360037.1	33	55	47	26	61	54	16	85	54	26	112	83	161
Cluster-34138.15	KAF2360037.1	69	23	45	13	20	1	13	34	60	77	24	31	104
Cluster-34138.16	KAF2360037.1	152	293	222	113	274	516	96	199	127	103	355	329	381
Cluster-34140.1	KAF2364972.1	122	134	62	123	169	263	175	126	100	125	141	123	197
